model,N,difficulty_bin,num_problems,actual_acc_mean,auc_only_pred_mean,moment_pred_mean,auc_only_mae,moment_mae,mean_p,mean_kappa,mean_theta
Qwen122B,8,hard,6,0.15696854860567294,0.16888829836368865,0.15696854860567294,0.051784998478835664,0.0,0.0798611111111111,0.6722264595495132,0.2505287192925256
Qwen122B,8,medium,5,0.7822787223118128,0.6501285620803252,0.7822787223118128,0.16253538517169633,0.0,0.5791666666666667,0.6756377202020151,0.17757321287913327
Qwen122B,8,no_correct,14,0.0,0.009005212754523262,0.0,0.009005212754523262,0.0,0.0,,0.0
Qwen122B,16,all_correct,67,1.0,0.9904315143255977,1.0,0.009568485674402272,0.0,1.0,,0.0625
Qwen122B,16,easy,8,0.9996568396980055,0.9923186414022854,0.9996568396980055,0.007338313816355371,2.7755575615628914e-17,0.9557291666666666,0.8604584503853121,0.06547354054798854
Qwen122B,16,hard,6,0.16879953764065128,0.18312583064168333,0.16879953764065128,0.09726977812798239,0.0,0.0798611111111111,0.6722264595495132,0.12802333004867297
Qwen122B,16,medium,5,0.8070056110911678,0.6580750445658665,0.8070056110911678,0.21728910121710773,6.661338147750939e-17,0.5791666666666667,0.6756377202020151,0.09225368025064604
Qwen122B,16,no_correct,14,0.0,0.00917932432969415,0.0,0.00917932432969415,0.0,0.0,,0.0
Qwen122B,32,all_correct,67,1.0,0.9834572810607038,1.0,0.016542718939296153,0.0,1.0,,0.03125
Qwen122B,32,easy,8,0.9999968503293214,0.9939597321316449,0.9999968503293214,0.0060371181978138705,1.3877787807814457e-17,0.9557291666666666,0.8604584503853121,0.032748437332018106
Qwen122B,32,hard,6,0.16937527073865846,0.19616888678093927,0.16937527073865846,0.14905255044637633,0.0,0.0798611111111111,0.6722264595495132,0.057359261240610145
Qwen122B,32,medium,5,0.7825929697062659,0.6645881556849215,0.7825929697062659,0.24376645172572037,1.1102230246251566e-17,0.5791666666666667,0.6756377202020151,0.04489947206169945
Qwen122B,32,no_correct,14,0.0,0.00792006453837868,0.0,0.00792006453837868,0.0,0.0,,0.0
Qwen122B,48,all_correct,67,1.0,0.97818781039449,1.0,0.021812189605510013,0.0,1.0,,0.020833333333333332
Qwen122B,48,easy,8,0.9999999754672886,0.9946222572348591,0.9999999754672886,0.005377718232429482,1.3877787807814457e-17,0.9557291666666666,0.8604584503853121,0.021832362654228856
Qwen122B,48,hard,6,0.16780084065028078,0.20280708073806433,0.16780084065028078,0.176143859762698,0.0,0.0798611111111111,0.6722264595495132,0.03438112883373757
Qwen122B,48,medium,5,0.7399395148956254,0.6672082757176299,0.7399395148956254,0.28419916170895015,0.0,0.5791666666666667,0.6756377202020151,0.028416598080093523
Qwen122B,48,no_correct,14,0.0,0.005993639046824373,0.0,0.005993639046824373,0.0,0.0,,0.0
Qwen397B,2,all_correct,56,1.0,1.0,1.0,0.0,0.0,1.0,,0.5
Qwen397B,2,easy,18,0.9696662808641974,0.9696662808641976,0.9696662808641974,3.700743415417188e-17,4.3175339846533866e-17,0.9560185185185185,0.752048520314577,0.5071411129071696
Qwen397B,2,hard,7,0.08916170634920638,0.08916170634920635,0.08916170634920638,8.82230796353919e-17,0.0,0.07142857142857142,0.6330514938038119,0.6235660173160177
Qwen397B,2,medium,5,0.43350694444444465,0.4335069444444445,0.43350694444444465,2.331468351712829e-16,2.2204460492503132e-17,0.3833333333333333,0.6145138888888889,0.5793402777777781
Qwen397B,2,no_correct,14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Qwen397B,3,all_correct,56,1.0,1.0,1.0,0.0,0.0,1.0,,0.3333333333333333
Qwen397B,3,easy,18,0.9721639499742799,0.9715333807355283,0.9721639499742799,0.00950328648213894,6.1679056923619804e-18,0.9560185185185185,0.752048520314577,0.3389677978687891
Qwen397B,3,hard,7,0.10477120535714286,0.13698845214847324,0.10477120535714286,0.033245479264875345,0.0,0.07142857142857142,0.6330514938038119,0.5347515331890335
Qwen397B,3,medium,5,0.44915726273148165,0.43258658729408994,0.44915726273148165,0.077599608783987,0.0,0.3833333333333333,0.6145138888888889,0.40442828896604954
Qwen397B,3,no_correct,14,0.0,0.007626421216681334,0.0,0.007626421216681334,0.0,0.0,,0.0
Qwen397B,4,all_correct,56,1.0,1.0,1.0,0.0,0.0,1.0,,0.25
Qwen397B,4,easy,18,0.9741381944779341,0.9711206621828509,0.9741381944779344,0.010349788137476957,4.9343245538895844e-17,0.9560185185185185,0.752048520314577,0.254747736126627
Qwen397B,4,hard,7,0.11973994287023258,0.14353157726944993,0.11973994287023258,0.025917684017305438,3.781397085956698e-24,0.07142857142857142,0.6330514938038119,0.490589729371468
Qwen397B,4,medium,5,0.45708874361014684,0.4351642103223467,0.45708874361014684,0.10310144972482312,0.0,0.3833333333333333,0.6145138888888889,0.31031810619212985
Qwen397B,4,no_correct,14,0.0,0.008114415496109362,0.0,0.008114415496109362,0.0,0.0,,0.0
Qwen397B,8,all_correct,56,1.0,0.9959723762240055,1.0,0.004027623775994638,0.0,1.0,,0.125
Qwen397B,8,easy,18,0.9803159954865295,0.9695872482837034,0.9803159954865295,0.015787043244339875,3.0839528461809905e-17,0.9560185185185185,0.752048520314577,0.1281977509576124
Qwen397B,8,hard,7,0.1704156240738437,0.1590931576294814,0.1704156240738437,0.04309348213751714,3.96508223080413e-18,0.07142857142857142,0.6330514938038119,0.40351557334769905
Qwen397B,8,medium,5,0.47887035342659623,0.4410898026353272,0.47887035342659623,0.13512324959038943,0.0,0.3833333333333333,0.6145138888888889,0.16334478121012125
Qwen397B,8,no_correct,14,0.0,0.009005212754523262,0.0,0.009005212754523262,0.0,0.0,,0.0
Qwen397B,16,all_correct,56,1.0,0.9904315143255976,1.0,0.009568485674402272,0.0,1.0,,0.0625
Qwen397B,16,easy,18,0.9863983302070872,0.9675917340490128,0.9863983302070872,0.02110809318932474,3.0839528461809905e-17,0.9560185185185185,0.752048520314577,0.06450856586537461
Qwen397B,16,hard,7,0.22735802151305964,0.17414281964433917,0.22735802151305964,0.08296926397348155,2.5623743347653796e-44,0.07142857142857142,0.6330514938038119,0.31095572945320205
Qwen397B,16,medium,5,0.5208548395477034,0.44629870926506443,0.5208548395477034,0.1531947992533779,0.0,0.3833333333333333,0.6145138888888889,0.08913514770420068
Qwen397B,16,no_correct,14,0.0,0.00917932432969415,0.0,0.00917932432969415,0.0,0.0,,0.0
Qwen397B,32,all_correct,56,1.0,0.9834572810607038,1.0,0.016542718939296153,0.0,1.0,,0.03125
Qwen397B,32,easy,18,0.9918037283371918,0.9650387976162441,0.9918037283371918,0.02676493150702727,3.0839528461809905e-17,0.9560185185185185,0.752048520314577,0.032440231226786666
Qwen397B,32,hard,7,0.2671850953690301,0.18816864496884955,0.2671850953690301,0.13176593584194587,8.597901537443017e-37,0.07142857142857142,0.6330514938038119,0.21569981762883997
Qwen397B,32,medium,5,0.5851838704673298,0.4500742445283154,0.5851838704673298,0.23189327890303907,1.1102230246251566e-17,0.3833333333333333,0.6145138888888889,0.050612725100987445
Qwen397B,32,no_correct,14,0.0,0.00792006453837868,0.0,0.00792006453837868,0.0,0.0,,0.0
Qwen397B,48,all_correct,56,1.0,0.97818781039449,1.0,0.021812189605510013,0.0,1.0,,0.020833333333333332
Qwen397B,48,easy,18,0.9951053540579776,0.963082723306084,0.9951053540579776,0.03202263075198788,6.1679056923619804e-18,0.9560185185185185,0.752048520314577,0.0217042961709692
Qwen397B,48,hard,7,0.2792422297607642,0.19552336558608996,0.2792422297607642,0.1501119783435871,3.96508223080413e-18,0.07142857142857142,0.6330514938038119,0.1658386331749147
Qwen397B,48,medium,5,0.6323251155929525,0.45109298534249886,0.6323251155929525,0.30879622786350763,0.0,0.3833333333333333,0.6145138888888889,0.036789094776179955
Qwen397B,48,no_correct,14,0.0,0.005993639046824373,0.0,0.005993639046824373,0.0,0.0,,0.0
QwenNext80B,2,all_correct,65,1.0,1.0,1.0,0.0,0.0,1.0,,0.5
QwenNext80B,2,easy,6,0.951171875,0.951171875,0.951171875,9.251858538542972e-17,0.0,0.9270833333333334,0.700884317641564,0.5130949657897121
QwenNext80B,2,hard,7,0.10819692460317461,0.10819692460317461,0.10819692460317461,1.2762608430400795e-16,0.0,0.08630952380952381,0.5364648641244386,0.522622053872054
QwenNext80B,2,medium,9,0.6560570987654322,0.6560570987654322,0.6560570987654322,1.1102230246251565e-16,1.850371707708594e-17,0.5648148148148149,0.7103789815453715,0.5743297087353461
QwenNext80B,2,no_correct,13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
QwenNext80B,3,all_correct,65,1.0,1.0,1.0,0.0,0.0,1.0,,0.3333333333333333
QwenNext80B,3,easy,6,0.9583016854745371,0.9587608519143119,0.9583016854745371,0.01018142629111187,3.700743415417188e-17,0.9270833333333334,0.700884317641564,0.3447248855518028
QwenNext80B,3,hard,7,0.12883520378637564,0.12741155374842267,0.12883520378637564,0.038842606792963606,0.0,0.08630952380952381,0.5364648641244386,0.3807338013067181
QwenNext80B,3,medium,9,0.6877873424639919,0.630464543954282,0.6877873424639919,0.0777202232238701,0.0,0.5648148148148149,0.7103789815453715,0.395787002590388
QwenNext80B,3,no_correct,13,0.0,0.007626421216681334,0.0,0.007626421216681334,0.0,0.0,,0.0
QwenNext80B,4,all_correct,65,1.0,1.0,1.0,0.0,0.0,1.0,,0.25
QwenNext80B,4,easy,6,0.9614935039002218,0.9594898245746545,0.9614935039002218,0.011042463517076459,3.700743415417188e-17,0.9270833333333334,0.700884317641564,0.25946351747562996
QwenNext80B,4,hard,7,0.14551343699191194,0.131996813063449,0.14551343699191194,0.051233371405222716,0.0,0.08630952380952381,0.5364648641244386,0.30912115233539933
QwenNext80B,4,medium,9,0.7010474604016633,0.6351222027241198,0.7010474604016633,0.1036699810846937,0.0,0.5648148148148149,0.7103789815453715,0.29880393002831923
QwenNext80B,4,no_correct,13,0.0,0.008114415496109362,0.0,0.008114415496109362,0.0,0.0,,0.0
QwenNext80B,8,all_correct,65,1.0,0.9959723762240054,1.0,0.004027623775994638,0.0,1.0,,0.125
QwenNext80B,8,easy,6,0.9615467967205009,0.9610562356086404,0.9615467967205009,0.02181142544323204,1.850371707708594e-17,0.9270833333333334,0.700884317641564,0.1298003509376755
QwenNext80B,8,hard,7,0.17918324851087888,0.14288178308196084,0.17918324851087888,0.08760308717054135,0.0,0.08630952380952381,0.5364648641244386,0.16864303021290503
QwenNext80B,8,medium,9,0.7164414575666254,0.6460594765000894,0.7164414575666254,0.15736225346237484,0.0,0.5648148148148149,0.7103789815453715,0.14796752734295548
QwenNext80B,8,no_correct,13,0.0,0.009005212754523262,0.0,0.009005212754523262,0.0,0.0,,0.0
QwenNext80B,16,all_correct,65,1.0,0.9904315143255976,1.0,0.009568485674402272,0.0,1.0,,0.0625
QwenNext80B,16,easy,6,0.9476644175949805,0.9621448561871307,0.9476644175949804,0.035142278370640524,3.700743415417188e-17,0.9270833333333334,0.700884317641564,0.06398650884227747
QwenNext80B,16,hard,7,0.18371096340722654,0.15335721842433375,0.18371096340722654,0.11666266431035355,1.181686589361468e-25,0.08630952380952381,0.5364648641244386,0.0692571565062642
QwenNext80B,16,medium,9,0.7267199032784017,0.6562800645928157,0.7267199032784017,0.1895885914751963,2.4671622769447922e-17,0.5648148148148149,0.7103789815453715,0.07347594237221737
QwenNext80B,16,no_correct,13,0.0,0.00917932432969415,0.0,0.00917932432969415,0.0,0.0,,0.0
QwenNext80B,32,all_correct,65,1.0,0.9834572810607038,1.0,0.016542718939296153,0.0,1.0,,0.03125
QwenNext80B,32,easy,6,0.91771373337184,0.9611477728431502,0.91771373337184,0.06491812584773358,3.700743415417188e-17,0.9270833333333334,0.700884317641564,0.030997817861658523
QwenNext80B,32,hard,7,0.1664422258190093,0.16301358441442876,0.1664422258190093,0.1732621172868251,3.96508223080413e-18,0.08630952380952381,0.5364648641244386,0.0249770978130211
QwenNext80B,32,medium,9,0.7386454566564525,0.6650672813190559,0.7386454566564525,0.20548974015864904,1.2335811384723961e-17,0.5648148148148149,0.7103789815453715,0.03722293724865587
QwenNext80B,32,no_correct,13,0.0,0.00792006453837868,0.0,0.00792006453837868,0.0,0.0,,0.0
QwenNext80B,48,all_correct,65,1.0,0.97818781039449,1.0,0.021812189605510013,0.0,1.0,,0.020833333333333332
QwenNext80B,48,easy,6,0.8939423786400705,0.9597962089307398,0.8939423786400705,0.08726658756519157,0.0,0.9270833333333334,0.700884317641564,0.020137225774263304
QwenNext80B,48,hard,7,0.15597727480093337,0.16798230742046272,0.15597727480093337,0.20188911252795685,0.0,0.08630952380952381,0.5364648641244386,0.014670501342980665
QwenNext80B,48,medium,9,0.7474446245787599,0.6690176678546473,0.7474446245787599,0.22561450637354477,0.0,0.5648148148148149,0.7103789815453715,0.025242918331519294
QwenNext80B,48,no_correct,13,0.0,0.005993639046824373,0.0,0.005993639046824373,0.0,0.0,,0.0
Stockmark100B,2,all_correct,19,1.0,1.0,1.0,0.0,0.0,1.0,,0.5
Stockmark100B,2,easy,30,0.945066550925926,0.945066550925926,0.9450665509259258,8.511709855459534e-17,2.2204460492503132e-17,0.9215277777777777,0.6437942192824574,0.5139140936210818
Stockmark100B,2,hard,19,0.08305921052631583,0.08305921052631579,0.08305921052631583,9.95183467797221e-17,1.6434222403990803e-18,0.08552631578947369,0.4912254434336544,0.4926034309257995
Stockmark100B,2,medium,18,0.5636574074074074,0.5636574074074074,0.5636574074074074,1.4186183092432555e-16,1.850371707708594e-17,0.5046296296296297,0.6353531573519404,0.5606873625191902
Stockmark100B,2,no_correct,14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Stockmark100B,3,all_correct,19,1.0,1.0,1.0,0.0,0.0,1.0,,0.3333333333333333
Stockmark100B,3,easy,30,0.9507291063850308,0.9319565161026795,0.9507291063850308,0.02685791404530774,1.4802973661668754e-17,0.9215277777777777,0.6437942192824574,0.34489766440726427
Stockmark100B,3,hard,19,0.0826537372076024,0.09889023514581281,0.0826537372076024,0.026109632780770248,0.0,0.08552631578947369,0.4912254434336544,0.3244346167660314
Stockmark100B,3,medium,18,0.5887998730066872,0.5528888332575366,0.5887998730066872,0.05638221305856629,3.0839528461809902e-18,0.5046296296296297,0.6353531573519404,0.3938762346934632
Stockmark100B,3,no_correct,14,0.0,0.007626421216681334,0.0,0.007626421216681334,0.0,0.0,,0.0
Stockmark100B,4,all_correct,19,1.0,1.0,1.0,0.0,0.0,1.0,,0.25
Stockmark100B,4,easy,30,0.953035751782327,0.9312529868208891,0.953035751782327,0.026305390474474815,4.4408920985006264e-17,0.9215277777777777,0.6437942192824574,0.2593883321443003
Stockmark100B,4,hard,19,0.08266087582236849,0.10031727600838171,0.08266087582236849,0.029985753153131976,0.0,0.08552631578947369,0.4912254434336544,0.2395076877606904
Stockmark100B,4,medium,18,0.6017700948832947,0.5557244849648247,0.6017700948832947,0.07240241692741278,1.2335811384723961e-17,0.5046296296296297,0.6353531573519404,0.30426617300956815
Stockmark100B,4,no_correct,14,0.0,0.008114415496109362,0.0,0.008114415496109362,0.0,0.0,,0.0
Stockmark100B,8,all_correct,19,1.0,0.9959723762240054,1.0,0.004027623775994638,0.0,1.0,,0.125
Stockmark100B,8,easy,30,0.9546804506855696,0.9293868969111944,0.9546804506855696,0.032153067925498,5.551115123125783e-17,0.9215277777777777,0.6437942192824574,0.1299956416002376
Stockmark100B,8,hard,19,0.08106448126694732,0.10408230125112447,0.08106448126694732,0.04849242499055608,0.0,0.08552631578947369,0.4912254434336544,0.10520902628047143
Stockmark100B,8,medium,18,0.6173400435099554,0.5622717769542916,0.6173400435099554,0.10107778639137696,6.1679056923619804e-18,0.5046296296296297,0.6353531573519404,0.1593610299790734
Stockmark100B,8,no_correct,14,0.0,0.009005212754523262,0.0,0.009005212754523262,0.0,0.0,,0.0
Stockmark100B,16,all_correct,19,1.0,0.9904315143255977,1.0,0.009568485674402272,0.0,1.0,,0.0625
Stockmark100B,16,easy,30,0.9468079088831526,0.9270907955915535,0.9468079088831526,0.04506860999509209,4.810966440042345e-17,0.9215277777777777,0.6437942192824574,0.06448140502815497
Stockmark100B,16,hard,19,0.0794393420571803,0.1074250302729727,0.0794393420571803,0.07701111371536197,3.5664553650639667e-22,0.08552631578947369,0.4912254434336544,0.04362956470647211
Stockmark100B,16,medium,18,0.6184855509547729,0.5681023832605154,0.6184855509547729,0.14480870539266308,6.173929037764678e-18,0.5046296296296297,0.6353531573519404,0.08177543109232555
Stockmark100B,16,no_correct,14,0.0,0.00917932432969415,0.0,0.00917932432969415,0.0,0.0,,0.0
Stockmark100B,32,all_correct,19,1.0,0.9834572810607038,1.0,0.016542718939296153,0.0,1.0,,0.03125
Stockmark100B,32,easy,30,0.9311302714857372,0.9239346714520209,0.9311302714857372,0.06598099301275437,4.810966440042345e-17,0.9215277777777777,0.6437942192824574,0.03170783257038129
Stockmark100B,32,hard,19,0.08269440020780237,0.10971159091951513,0.08269440020780237,0.1129497605823188,0.0,0.08552631578947369,0.4912254434336544,0.021230290047331558
Stockmark100B,32,medium,18,0.6225448162435178,0.5724996182002529,0.6225448162435178,0.21782435350030604,3.8550587011911344e-19,0.5046296296296297,0.6353531573519404,0.042379410794225615
Stockmark100B,32,no_correct,14,0.0,0.00792006453837868,0.0,0.00792006453837868,0.0,0.0,,0.0
Stockmark100B,48,all_correct,19,1.0,0.9781878103944899,1.0,0.021812189605510013,0.0,1.0,,0.020833333333333332
Stockmark100B,48,easy,30,0.9218444475174077,0.9213745737417923,0.9218444475174077,0.08056001280939595,1.4802973661668754e-17,0.9215277777777777,0.6437942192824574,0.020926404153928418
Stockmark100B,48,hard,19,0.0876792779043215,0.11017244419075864,0.0876792779043215,0.1320413946835389,0.0,0.08552631578947369,0.4912254434336544,0.014658646131437011
Stockmark100B,48,medium,18,0.6339472945185963,0.5738820300118913,0.6339472945185963,0.256866506137497,9.637352644315594e-20,0.5046296296296297,0.6353531573519404,0.029212744900236357
Stockmark100B,48,no_correct,14,0.0,0.005993639046824373,0.0,0.005993639046824373,0.0,0.0,,0.0
Super120B,2,all_correct,51,1.0,1.0,1.0,0.0,0.0,1.0,,0.5
Super120B,2,easy,13,0.8763354700854701,0.8763354700854701,0.8763354700854701,9.394194823751324e-17,8.540177112501205e-18,0.9038461538461539,0.3274851721397941,0.4832963748259968
Super120B,2,hard,12,0.10319010416666674,0.10319010416666667,0.10319010416666673,1.0437252913793789e-16,2.3129646346357427e-18,0.09895833333333333,0.4960121987563056,0.49341862323633184
Super120B,2,medium,11,0.48962279040404033,0.48962279040404044,0.48962279040404033,1.1606877075626636e-16,1.0092936587501423e-17,0.5246212121212122,0.42564298418971175,0.46829339066914116
Super120B,2,no_correct,13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Super120B,3,all_correct,51,1.0,1.0,1.0,0.0,0.0,1.0,,0.3333333333333333
Super120B,3,easy,13,0.8603557358440171,0.8455855289886374,0.8603557358440171,0.05072835213007414,2.5620531337503614e-17,0.9038461538461539,0.3274851721397941,0.3156953201233612
Super120B,3,hard,12,0.10290301287615748,0.11201748433249013,0.10290301287615748,0.018997285824001967,1.734723475976807e-18,0.09895833333333333,0.4960121987563056,0.3079245664315111
Super120B,3,medium,11,0.4708617753051346,0.5168275484211471,0.4708617753051346,0.052347014143256126,1.5139404881252134e-17,0.5246212121212122,0.42564298418971175,0.30052487502177905
Super120B,3,no_correct,13,0.0,0.007626421216681334,0.0,0.007626421216681334,0.0,0.0,,0.0
Super120B,4,all_correct,51,1.0,1.0,1.0,0.0,0.0,1.0,,0.25
Super120B,4,easy,13,0.8486874717140017,0.8391029603404818,0.8486874717140017,0.05684217836925268,8.540177112501205e-18,0.9038461538461539,0.3274851721397941,0.23322686299072876
Super120B,4,hard,12,0.10102764176733707,0.11314951349955628,0.10102764176733707,0.024142934118832074,0.0,0.09895833333333333,0.4960121987563056,0.2154038846574531
Super120B,4,medium,11,0.461923121870835,0.5141239314215281,0.461923121870835,0.06459737309430146,0.0,0.5246212121212122,0.42564298418971175,0.22121381747913782
Super120B,4,no_correct,13,0.0,0.008114415496109362,0.0,0.008114415496109362,0.0,0.0,,0.0
Super120B,8,all_correct,51,1.0,0.9959723762240054,1.0,0.004027623775994638,0.0,1.0,,0.125
Super120B,8,easy,13,0.8192945442100553,0.8228767643767958,0.8192945442100553,0.07818644202913369,1.708035422500241e-17,0.9038461538461539,0.3274851721397941,0.11222537630519656
Super120B,8,hard,12,0.09214449458544022,0.11566330841972712,0.09214449458544022,0.04881823532223934,0.0,0.09895833333333333,0.4960121987563056,0.08710011093835562
Super120B,8,medium,11,0.45569078440314836,0.5073247939521341,0.45569078440314836,0.08152057486021748,1.0092936587501423e-17,0.5246212121212122,0.42564298418971175,0.10902512223032827
Super120B,8,no_correct,13,0.0,0.009005212754523262,0.0,0.009005212754523262,0.0,0.0,,0.0
Super120B,16,all_correct,51,1.0,0.9904315143255977,1.0,0.009568485674402272,0.0,1.0,,0.0625
Super120B,16,easy,13,0.7848656854174673,0.8060022120217366,0.7848656854174673,0.11572589150434441,2.9890619893754213e-17,0.9038461538461539,0.3274851721397941,0.053606986656453776
Super120B,16,hard,12,0.07878161718174607,0.1176395890774657,0.07878161718174607,0.07797681415463245,5.657915389862709e-22,0.09895833333333333,0.4960121987563056,0.03254124564723659
Super120B,16,medium,11,0.4700339588871516,0.499808970799497,0.4700339588871516,0.12490267086337888,1.0092936587501423e-17,0.5246212121212122,0.42564298418971175,0.05622861815890299
Super120B,16,no_correct,13,0.0,0.00917932432969415,0.0,0.00917932432969415,0.0,0.0,,0.0
Super120B,32,all_correct,51,1.0,0.983457281060704,1.0,0.016542718939296153,0.0,1.0,,0.03125
Super120B,32,easy,13,0.735978712980971,0.7879148069719581,0.735978712980971,0.17110809778211092,2.5620531337503614e-17,0.9038461538461539,0.3274851721397941,0.025024862642196135
Super120B,32,hard,12,0.06944251223340268,0.11854084121033943,0.06944251223340268,0.10590463759662239,5.385290446308774e-28,0.09895833333333333,0.4960121987563056,0.012159609912944997
Super120B,32,medium,11,0.5003233845788666,0.4908597762803735,0.5003233845788666,0.18863820553822072,1.9712766772463718e-20,0.5246212121212122,0.42564298418971175,0.030283035743182477
Super120B,32,no_correct,13,0.0,0.00792006453837868,0.0,0.00792006453837868,0.0,0.0,,0.0
Super120B,48,all_correct,51,1.0,0.97818781039449,1.0,0.02181218960551001,0.0,1.0,,0.020833333333333332
Super120B,48,easy,13,0.7009576914045214,0.7763275945836635,0.7009576914045214,0.21167809806501256,2.9890619893754213e-17,0.9038461538461539,0.3274851721397941,0.01581640869100224
Super120B,48,hard,12,0.06872818834514571,0.118175685610539,0.0687281883451457,0.12145312415726488,9.25185853854297e-18,0.09895833333333333,0.4960121987563056,0.0074347615485077755
Super120B,48,medium,11,0.5209603660943471,0.4844350273400581,0.5209603660943471,0.24650699208323726,1.5139404881252134e-17,0.5246212121212122,0.42564298418971175,0.021205748949030632
Super120B,48,no_correct,13,0.0,0.005993639046824373,0.0,0.005993639046824373,0.0,0.0,,0.0
Super49B,2,all_correct,42,1.0,1.0,1.0,0.0,0.0,1.0,,0.5
Super49B,2,easy,21,0.9304935515873015,0.9304935515873015,0.9304935515873015,1.1102230246251565e-16,1.586032892321652e-17,0.9196428571428571,0.6429288532118693,0.5056579726374173
Super49B,2,hard,14,0.10026041666666667,0.10026041666666666,0.10026041666666667,7.719519468096792e-17,4.956352788505163e-19,0.08928571428571429,0.4877866540345708,0.4806016156462585
Super49B,2,medium,9,0.4373553240740742,0.43735532407407407,0.4373553240740742,2.4054832200211723e-16,1.2335811384723961e-17,0.44212962962962965,0.495136217334285,0.49729778519029744
Super49B,2,no_correct,14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Super49B,3,all_correct,42,1.0,1.0,1.0,0.0,0.0,1.0,,0.3333333333333333
Super49B,3,easy,21,0.9328690786210319,0.9404184616308141,0.9328690786210319,0.01127648227106078,2.114710523095536e-17,0.9196428571428571,0.6429288532118693,0.33786593476592525
Super49B,3,hard,14,0.10860382564484129,0.09803696518639447,0.10860382564484129,0.020539574248061195,0.0,0.08928571428571429,0.4877866540345708,0.3148777045540438
Super49B,3,medium,9,0.42814931359310715,0.44921209912738314,0.42814931359310715,0.07332739041298925,0.0,0.44212962962962965,0.495136217334285,0.32581413906142176
Super49B,3,no_correct,14,0.0,0.007626421216681334,0.0,0.007626421216681334,0.0,0.0,,0.0
Super49B,4,all_correct,42,1.0,1.0,1.0,0.0,0.0,1.0,,0.25
Super49B,4,easy,21,0.9336706898199819,0.9401562758887333,0.9336706898199819,0.012972486323361506,3.172065784643304e-17,0.9196428571428571,0.6429288532118693,0.25357572499136244
Super49B,4,hard,14,0.11523219517299109,0.09942768797923451,0.11523219517299109,0.02966416224455935,0.0,0.08928571428571429,0.4877866540345708,0.23564644811375063
Super49B,4,medium,9,0.42152957366817784,0.44852402181163636,0.42152957366817784,0.09827131455330451,1.5419764230904953e-17,0.44212962962962965,0.495136217334285,0.24136451169290118
Super49B,4,no_correct,14,0.0,0.008114415496109362,0.0,0.008114415496109362,0.0,0.0,,0.0
Super49B,8,all_correct,42,1.0,0.9959723762240054,1.0,0.004027623775994638,0.0,1.0,,0.125
Super49B,8,easy,21,0.9351618108868314,0.9392618315332258,0.9351618108868314,0.02460595198236277,4.7580986769649563e-17,0.9196428571428571,0.6429288532118693,0.12696541043897916
Super49B,8,hard,14,0.1313314998332261,0.10308079153390792,0.1313314998332261,0.057492619412911124,7.744301232039317e-21,0.08928571428571429,0.4877866540345708,0.1257240303762543
Super49B,8,medium,9,0.40603629037702044,0.4465811676597124,0.40603629037702044,0.15515019067063843,6.1679056923619804e-18,0.44212962962962965,0.495136217334285,0.11719411251344265
Super49B,8,no_correct,14,0.0,0.009005212754523262,0.0,0.009005212754523262,0.0,0.0,,0.0
Super49B,16,all_correct,42,1.0,0.9904315143255977,1.0,0.009568485674402272,0.0,1.0,,0.0625
Super49B,16,easy,21,0.937005756488466,0.9373570024844999,0.9370057564884658,0.040987606718252245,3.172065784643304e-17,0.9196428571428571,0.6429288532118693,0.06357555626850327
Super49B,16,hard,14,0.14000409483671852,0.10644700001372288,0.14000409483671852,0.08127310317078937,0.0,0.08928571428571429,0.4877866540345708,0.06892577460108437
Super49B,16,medium,9,0.3913996342931353,0.4439216278245451,0.3913996342931353,0.18435038248399083,0.0,0.44212962962962965,0.495136217334285,0.056865568140611576
Super49B,16,no_correct,14,0.0,0.00917932432969415,0.0,0.00917932432969415,0.0,0.0,,0.0
Super49B,32,all_correct,42,1.0,0.9834572810607037,1.0,0.016542718939296153,0.0,1.0,,0.03125
Super49B,32,easy,21,0.9373166510485809,0.9342141925288762,0.9373166510485809,0.06009412388203024,1.057355261547768e-17,0.9196428571428571,0.6429288532118693,0.0317520876847248
Super49B,32,hard,14,0.14081380734391108,0.10889175547222518,0.1408138073439111,0.10989061265957735,1.598423774292915e-17,0.08928571428571429,0.4877866540345708,0.035186938597001345
Super49B,32,medium,9,0.37251485846081017,0.43982871662289164,0.37251485846081017,0.20029101287554668,1.2335811384723961e-17,0.44212962962962965,0.495136217334285,0.027103211802348367
Super49B,32,no_correct,14,0.0,0.00792006453837868,0.0,0.00792006453837868,0.0,0.0,,0.0
Super49B,48,all_correct,42,1.0,0.97818781039449,1.0,0.021812189605510013,0.0,1.0,,0.020833333333333332
Super49B,48,easy,21,0.9388356675817614,0.9315631225487854,0.9388356675817614,0.067796701709157,2.114710523095536e-17,0.9196428571428571,0.6429288532118693,0.021177345220458048
Super49B,48,hard,14,0.14152120476445165,0.10955697062354534,0.14152120476445162,0.12303823717178304,7.93016446160826e-18,0.08928571428571429,0.4877866540345708,0.022638529059668726
