model,seed,policy,mean_budget,total_budget,accuracy,mean_allocated_samples,num_problems,pilot_k
3B,14,moment_law,2,190,0.3934704304283737,2.0,95,16
3B,14,oracle,2,190,0.423052186838644,2.0,95,16
3B,14,uniform,4,380,0.40456003891794307,4.0,95,16
3B,14,p_based,4,380,0.3947394346579895,4.0,95,16
3B,14,auc_kappa_based,4,380,0.40521856386403377,4.0,95,16
3B,14,moment_law,4,380,0.3996732364743648,4.0,95,16
3B,14,oracle,4,380,0.44977170231618485,4.0,95,16
3B,14,uniform,8,760,0.40652533563819526,8.0,95,16
3B,14,p_based,8,760,0.3993296578695603,8.0,95,16
3B,14,auc_kappa_based,8,760,0.4131075502279346,8.0,95,16
3B,14,moment_law,8,760,0.40119090571719573,5.526315789473684,95,16
3B,14,oracle,8,760,0.472709081594191,8.0,95,16
3B,14,uniform,16,1520,0.4053389904404204,16.0,95,16
3B,14,p_based,16,1520,0.40023371741375835,16.0,95,16
3B,14,auc_kappa_based,16,1520,0.4129205893426116,11.115789473684211,95,16
3B,14,moment_law,16,1520,0.40119090571719573,5.526315789473684,95,16
3B,14,oracle,16,1520,0.4727648118787028,10.74736842105263,95,16
3B,14,uniform,32,3040,0.40816247236171727,32.0,95,16
3B,14,p_based,32,3040,0.4038283611406012,19.431578947368422,95,16
3B,14,auc_kappa_based,32,3040,0.4129205893426116,11.115789473684211,95,16
3B,14,moment_law,32,3040,0.40119090571719573,5.526315789473684,95,16
3B,14,oracle,32,3040,0.4727648118787028,10.74736842105263,95,16
3B,15,uniform,1,95,0.3825657894736842,1.0,95,16
3B,15,p_based,1,95,0.3825657894736842,1.0,95,16
3B,15,auc_kappa_based,1,95,0.3825657894736842,1.0,95,16
3B,15,moment_law,1,95,0.3825657894736842,1.0,95,16
3B,15,oracle,1,95,0.3825657894736842,1.0,95,16
3B,15,uniform,2,190,0.4000308388157895,2.0,95,16
3B,15,p_based,2,190,0.4009294309114155,2.0,95,16
3B,15,auc_kappa_based,2,190,0.40872350491949266,2.0,95,16
3B,15,moment_law,2,190,0.4049658245320825,2.0,95,16
3B,15,oracle,2,190,0.4295963253005241,2.0,95,16
3B,15,uniform,4,380,0.409035923606471,4.0,95,16
3B,15,p_based,4,380,0.41442218491986027,4.0,95,16
3B,15,auc_kappa_based,4,380,0.41632200941563635,4.0,95,16
3B,15,moment_law,4,380,0.4170425338326368,4.0,95,16
3B,15,oracle,4,380,0.45576439223503945,4.0,95,16
3B,15,uniform,8,760,0.4131091824268496,8.0,95,16
3B,15,p_based,8,760,0.4227980004910394,8.0,95,16
3B,15,auc_kappa_based,8,760,0.4194049182075507,8.0,95,16
3B,15,moment_law,8,760,0.41671356864381154,4.631578947368421,95,16
3B,15,oracle,8,760,0.4729012788341715,8.0,95,16
3B,15,uniform,16,1520,0.4178050798610058,16.0,95,16
3B,15,p_based,16,1520,0.4195930368121401,16.0,95,16
3B,15,auc_kappa_based,16,1520,0.42153906774853034,11.073684210526316,95,16
3B,15,moment_law,16,1520,0.41671356864381154,4.631578947368421,95,16
3B,15,oracle,16,1520,0.4729103281160346,9.936842105263159,95,16
3B,15,uniform,32,3040,0.4244466572591728,32.0,95,16
3B,15,p_based,32,3040,0.42031168076115544,19.642105263157895,95,16
3B,15,auc_kappa_based,32,3040,0.42153906774853034,11.073684210526316,95,16
3B,15,moment_law,32,3040,0.41671356864381154,4.631578947368421,95,16
3B,15,oracle,32,3040,0.4729103281160346,9.936842105263159,95,16
3B,16,uniform,1,95,0.37664473684210525,1.0,95,16
3B,16,p_based,1,95,0.37664473684210525,1.0,95,16
3B,16,auc_kappa_based,1,95,0.37664473684210525,1.0,95,16
3B,16,moment_law,1,95,0.37664473684210525,1.0,95,16
3B,16,oracle,1,95,0.37664473684210525,1.0,95,16
3B,16,uniform,2,190,0.3948499177631579,2.0,95,16
3B,16,p_based,2,190,0.3922966404965049,2.0,95,16
3B,16,auc_kappa_based,2,190,0.39960308853821674,2.0,95,16
3B,16,moment_law,2,190,0.3928645800955811,2.0,95,16
3B,16,oracle,2,190,0.42081316953214204,2.0,95,16
3B,16,uniform,4,380,0.4030665648610968,4.0,95,16
3B,16,p_based,4,380,0.40298934711489715,4.0,95,16
3B,16,auc_kappa_based,4,380,0.4075926798491126,4.0,95,16
3B,16,moment_law,4,380,0.4012290606510864,4.0,95,16
3B,16,oracle,4,380,0.4531405237611905,4.0,95,16
3B,16,uniform,8,760,0.40524370307075036,8.0,95,16
3B,16,p_based,8,760,0.4050580887133485,8.0,95,16
3B,16,auc_kappa_based,8,760,0.40728453384649255,8.0,95,16
3B,16,moment_law,8,760,0.40439361563536985,5.0,95,16
3B,16,oracle,8,760,0.468648026345862,8.0,95,16
3B,16,uniform,16,1520,0.40412422215321786,16.0,95,16
3B,16,p_based,16,1520,0.40809435761531393,16.0,95,16
3B,16,auc_kappa_based,16,1520,0.408049562770587,12.631578947368421,95,16
3B,16,moment_law,16,1520,0.40439361563536985,5.0,95,16
3B,16,oracle,16,1520,0.46864936628435355,9.48421052631579,95,16
3B,16,uniform,32,3040,0.4036917678773871,32.0,95,16
3B,16,p_based,32,3040,0.40539551460410683,21.25263157894737,95,16
3B,16,auc_kappa_based,32,3040,0.408049562770587,12.631578947368421,95,16
3B,16,moment_law,32,3040,0.40439361563536985,5.0,95,16
3B,16,oracle,32,3040,0.46864936628435355,9.48421052631579,95,16
3B,17,uniform,1,95,0.3759868421052632,1.0,95,16
3B,17,p_based,1,95,0.3759868421052632,1.0,95,16
3B,17,auc_kappa_based,1,95,0.3759868421052632,1.0,95,16
3B,17,moment_law,1,95,0.3759868421052632,1.0,95,16
3B,17,oracle,1,95,0.3759868421052632,1.0,95,16
3B,17,uniform,2,190,0.39217722039473685,2.0,95,16
3B,17,p_based,2,190,0.3907882991589998,2.0,95,16
3B,17,auc_kappa_based,2,190,0.39491116782714086,2.0,95,16
3B,17,moment_law,2,190,0.39499909491780294,2.0,95,16
3B,17,oracle,2,190,0.4220265576554229,2.0,95,16
3B,17,uniform,4,380,0.39926355261551705,4.0,95,16
3B,17,p_based,4,380,0.40061484454165464,4.0,95,16
3B,17,auc_kappa_based,4,380,0.40939914743297817,4.0,95,16
3B,17,moment_law,4,380,0.4105913548586954,4.0,95,16
3B,17,oracle,4,380,0.4497516333711522,4.0,95,16
3B,17,uniform,8,760,0.4028324399295008,8.0,95,16
3B,17,p_based,8,760,0.4044335207407185,8.0,95,16
3B,17,auc_kappa_based,8,760,0.41733924799348193,8.0,95,16
3B,17,moment_law,8,760,0.4099290954453562,5.157894736842105,95,16
3B,17,oracle,8,760,0.477101571582577,8.0,95,16
3B,17,uniform,16,1520,0.4024927910485161,16.0,95,16
3B,17,p_based,16,1520,0.4049164269828774,16.0,95,16
3B,17,auc_kappa_based,16,1520,0.4175626201771328,12.621052631578948,95,16
3B,17,moment_law,16,1520,0.4099290954453562,5.157894736842105,95,16
3B,17,oracle,16,1520,0.47724362305707224,10.494736842105263,95,16
3B,17,uniform,32,3040,0.40537043808647133,32.0,95,16
3B,17,p_based,32,3040,0.4058639451436819,20.50526315789474,95,16
3B,17,auc_kappa_based,32,3040,0.4175626201771328,12.621052631578948,95,16
3B,17,moment_law,32,3040,0.4099290954453562,5.157894736842105,95,16
3B,17,oracle,32,3040,0.47724362305707224,10.494736842105263,95,16
3B,18,uniform,1,95,0.37467105263157896,1.0,95,16
3B,18,p_based,1,95,0.37467105263157896,1.0,95,16
3B,18,auc_kappa_based,1,95,0.37467105263157896,1.0,95,16
3B,18,moment_law,1,95,0.37467105263157896,1.0,95,16
3B,18,oracle,1,95,0.37467105263157896,1.0,95,16
3B,18,uniform,2,190,0.38818873355263156,2.0,95,16
3B,18,p_based,2,190,0.38804323296797905,2.0,95,16
3B,18,auc_kappa_based,2,190,0.39336819714301924,2.0,95,16
3B,18,moment_law,2,190,0.3898780184572674,2.0,95,16
3B,18,oracle,2,190,0.4160970967487262,2.0,95,16
3B,18,uniform,4,380,0.3933401710108707,4.0,95,16
3B,18,p_based,4,380,0.3935098497383753,4.0,95,16
3B,18,auc_kappa_based,4,380,0.39751114088067374,4.0,95,16
3B,18,moment_law,4,380,0.3950293332535781,4.0,95,16
3B,18,oracle,4,380,0.4476919715958873,4.0,95,16
3B,18,uniform,8,760,0.3946113692454769,8.0,95,16
3B,18,p_based,8,760,0.39731215443354173,8.0,95,16
3B,18,auc_kappa_based,8,760,0.4000161693078747,8.0,95,16
3B,18,moment_law,8,760,0.39820565757499754,5.347368421052631,95,16
3B,18,oracle,8,760,0.46258945766689813,8.0,95,16
3B,18,uniform,16,1520,0.3923017877716357,16.0,95,16
3B,18,p_based,16,1520,0.3965866370066552,16.0,95,16
3B,18,auc_kappa_based,16,1520,0.3981525166818986,11.873684210526315,95,16
3B,18,moment_law,16,1520,0.39820565757499754,5.347368421052631,95,16
3B,18,oracle,16,1520,0.4625949935063404,9.589473684210526,95,16
3B,18,uniform,32,3040,0.3909569086379342,32.0,95,16
3B,18,p_based,32,3040,0.39633139026359326,18.88421052631579,95,16
3B,18,auc_kappa_based,32,3040,0.3981525166818986,11.873684210526315,95,16
3B,18,moment_law,32,3040,0.39820565757499754,5.347368421052631,95,16
3B,18,oracle,32,3040,0.4625949935063404,9.589473684210526,95,16
3B,19,uniform,1,95,0.3805921052631579,1.0,95,16
3B,19,p_based,1,95,0.3805921052631579,1.0,95,16
3B,19,auc_kappa_based,1,95,0.3805921052631579,1.0,95,16
3B,19,moment_law,1,95,0.3805921052631579,1.0,95,16
3B,19,oracle,1,95,0.3805921052631579,1.0,95,16
3B,19,uniform,2,190,0.3970703125,2.0,95,16
3B,19,p_based,2,190,0.3991298374376799,2.0,95,16
3B,19,auc_kappa_based,2,190,0.3980713646791532,2.0,95,16
3B,19,moment_law,2,190,0.3965767230488561,2.0,95,16
3B,19,oracle,2,190,0.42636171287118996,2.0,95,16
3B,19,uniform,4,380,0.4046056145115903,4.0,95,16
3B,19,p_based,4,380,0.40345629685944184,4.0,95,16
3B,19,auc_kappa_based,4,380,0.40739460744531064,4.0,95,16
3B,19,moment_law,4,380,0.408168224716158,4.0,95,16
3B,19,oracle,4,380,0.45079484790510543,4.0,95,16
3B,19,uniform,8,760,0.4092692295230575,8.0,95,16
3B,19,p_based,8,760,0.4088986968579694,8.0,95,16
3B,19,auc_kappa_based,8,760,0.41927227257707717,8.0,95,16
3B,19,moment_law,8,760,0.41358058699487305,5.336842105263158,95,16
3B,19,oracle,8,760,0.464103899748608,8.0,95,16
3B,19,uniform,16,1520,0.41052775891185517,16.0,95,16
3B,19,p_based,16,1520,0.40835525546900553,16.0,95,16
3B,19,auc_kappa_based,16,1520,0.42646351352638723,13.715789473684211,95,16
3B,19,moment_law,16,1520,0.41358058699487305,5.336842105263158,95,16
3B,19,oracle,16,1520,0.4641146023708608,9.715789473684211,95,16
3B,19,uniform,32,3040,0.4140503628037611,32.0,95,16
3B,19,p_based,32,3040,0.41356432744369287,21.473684210526315,95,16
3B,19,auc_kappa_based,32,3040,0.42646351352638723,13.715789473684211,95,16
3B,19,moment_law,32,3040,0.41358058699487305,5.336842105263158,95,16
3B,19,oracle,32,3040,0.4641146023708608,9.715789473684211,95,16
70B,0,uniform,1,100,0.6734375,1.0,100,16
70B,0,p_based,1,100,0.6734375,1.0,100,16
70B,0,auc_kappa_based,1,100,0.6734375,1.0,100,16
70B,0,moment_law,1,100,0.6734375,1.0,100,16
70B,0,oracle,1,100,0.6734375,1.0,100,16
70B,0,uniform,2,200,0.681318359375,2.0,100,16
70B,0,p_based,2,200,0.6828284229025994,2.0,100,16
70B,0,auc_kappa_based,2,200,0.6837318335727673,2.0,100,16
70B,0,moment_law,2,200,0.6847383258021071,2.0,100,16
70B,0,oracle,2,200,0.7052810106709902,2.0,100,16
70B,0,uniform,4,400,0.6821531200408936,4.0,100,16
70B,0,p_based,4,400,0.6806628577636035,4.0,100,16
70B,0,auc_kappa_based,4,400,0.6808068782431331,4.0,100,16
70B,0,moment_law,4,400,0.6860449632169195,2.7,100,16
70B,0,oracle,4,400,0.7183090493738719,4.0,100,16
70B,0,uniform,8,800,0.6778029594437521,8.0,100,16
70B,0,p_based,8,800,0.6722620444544968,8.0,100,16
70B,0,auc_kappa_based,8,800,0.6792119680258221,4.9,100,16
70B,0,moment_law,8,800,0.6860449632169195,2.7,100,16
70B,0,oracle,8,800,0.7186389894655589,6.3,100,16
70B,0,uniform,16,1600,0.669641539104833,16.0,100,16
70B,0,p_based,16,1600,0.670479200953422,9.34,100,16
70B,0,auc_kappa_based,16,1600,0.6792119680258221,4.9,100,16
70B,0,moment_law,16,1600,0.6860449632169195,2.7,100,16
70B,0,oracle,16,1600,0.7186389894655589,6.3,100,16
70B,0,uniform,32,3200,0.6603521681545973,32.0,100,16
70B,0,p_based,32,3200,0.670479200953422,9.34,100,16
70B,0,auc_kappa_based,32,3200,0.6792119680258221,4.9,100,16
70B,0,moment_law,32,3200,0.6860449632169195,2.7,100,16
70B,0,oracle,32,3200,0.7186389894655589,6.3,100,16
70B,1,uniform,1,100,0.673125,1.0,100,16
70B,1,p_based,1,100,0.673125,1.0,100,16
70B,1,auc_kappa_based,1,100,0.673125,1.0,100,16
70B,1,moment_law,1,100,0.673125,1.0,100,16
70B,1,oracle,1,100,0.673125,1.0,100,16
70B,1,uniform,2,200,0.68138671875,2.0,100,16
70B,1,p_based,2,200,0.6813924115453847,2.0,100,16
70B,1,auc_kappa_based,2,200,0.6826549021499602,2.0,100,16
70B,1,moment_law,2,200,0.6833904411074164,2.0,100,16
70B,1,oracle,2,200,0.6992706518255903,2.0,100,16
70B,1,uniform,4,400,0.6837724113464355,4.0,100,16
70B,1,p_based,4,400,0.6852574469488992,4.0,100,16
70B,1,auc_kappa_based,4,400,0.6874619021801038,4.0,100,16
70B,1,moment_law,4,400,0.6842944306239798,2.82,100,16
70B,1,oracle,4,400,0.7083256465540493,4.0,100,16
70B,1,uniform,8,800,0.6820492022941289,8.0,100,16
70B,1,p_based,8,800,0.6815282523571159,8.0,100,16
70B,1,auc_kappa_based,8,800,0.6909336661101105,5.33,100,16
70B,1,moment_law,8,800,0.6842944306239798,2.82,100,16
70B,1,oracle,8,800,0.708348809193173,5.25,100,16
70B,1,uniform,16,1600,0.6763742776269187,16.0,100,16
70B,1,p_based,16,1600,0.6767180418122969,10.37,100,16
70B,1,auc_kappa_based,16,1600,0.6909336661101105,5.33,100,16
70B,1,moment_law,16,1600,0.6842944306239798,2.82,100,16
70B,1,oracle,16,1600,0.708348809193173,5.25,100,16
70B,1,uniform,32,3200,0.6713034798933688,32.0,100,16
70B,1,p_based,32,3200,0.6767180418122969,10.37,100,16
70B,1,auc_kappa_based,32,3200,0.6909336661101105,5.33,100,16
70B,1,moment_law,32,3200,0.6842944306239798,2.82,100,16
70B,1,oracle,32,3200,0.708348809193173,5.25,100,16
70B,2,uniform,1,100,0.6715625,1.0,100,16
70B,2,p_based,1,100,0.6715625,1.0,100,16
70B,2,auc_kappa_based,1,100,0.6715625,1.0,100,16
70B,2,moment_law,1,100,0.6715625,1.0,100,16
70B,2,oracle,1,100,0.6715625,1.0,100,16
70B,2,uniform,2,200,0.679580078125,2.0,100,16
70B,2,p_based,2,200,0.6765731474224868,2.0,100,16
70B,2,auc_kappa_based,2,200,0.6775518354861171,2.0,100,16
70B,2,moment_law,2,200,0.6759155120176633,2.0,100,16
70B,2,oracle,2,200,0.699461519159671,2.0,100,16
70B,2,uniform,4,400,0.6797926807403565,4.0,100,16
70B,2,p_based,4,400,0.677447984924656,4.0,100,16
70B,2,auc_kappa_based,4,400,0.6751766956233035,4.0,100,16
70B,2,moment_law,4,400,0.6757702401313498,2.79,100,16
70B,2,oracle,4,400,0.7103850695766468,4.0,100,16
70B,2,uniform,8,800,0.6752637315453194,8.0,100,16
70B,2,p_based,8,800,0.6697361894959869,8.0,100,16
70B,2,auc_kappa_based,8,800,0.6739488585478582,4.88,100,16
70B,2,moment_law,8,800,0.6757702401313498,2.79,100,16
70B,2,oracle,8,800,0.7104630203814447,5.78,100,16
70B,2,uniform,16,1600,0.6669362943964642,16.0,100,16
70B,2,p_based,16,1600,0.6692048299968648,9.53,100,16
70B,2,auc_kappa_based,16,1600,0.6739488585478582,4.88,100,16
70B,2,moment_law,16,1600,0.6757702401313498,2.79,100,16
70B,2,oracle,16,1600,0.7104630203814447,5.78,100,16
70B,2,uniform,32,3200,0.6609258995932271,32.0,100,16
70B,2,p_based,32,3200,0.6692048299968648,9.53,100,16
70B,2,auc_kappa_based,32,3200,0.6739488585478582,4.88,100,16
70B,2,moment_law,32,3200,0.6757702401313498,2.79,100,16
70B,2,oracle,32,3200,0.7104630203814447,5.78,100,16
70B,3,uniform,1,100,0.6715625,1.0,100,16
70B,3,p_based,1,100,0.6715625,1.0,100,16
70B,3,auc_kappa_based,1,100,0.6715625,1.0,100,16
70B,3,moment_law,1,100,0.6715625,1.0,100,16
70B,3,oracle,1,100,0.6715625,1.0,100,16
70B,3,uniform,2,200,0.678173828125,2.0,100,16
70B,3,p_based,2,200,0.6766907783783972,2.0,100,16
70B,3,auc_kappa_based,2,200,0.6754833018834696,2.0,100,16
70B,3,moment_law,2,200,0.6725926333839958,2.0,100,16
70B,3,oracle,2,200,0.6973713394137553,2.0,100,16
70B,3,uniform,4,400,0.6773820972442627,4.0,100,16
70B,3,p_based,4,400,0.6717345673900745,4.0,100,16
70B,3,auc_kappa_based,4,400,0.6722961078359648,4.0,100,16
70B,3,moment_law,4,400,0.6745515710793073,3.69,100,16
70B,3,oracle,4,400,0.7028919169941449,4.0,100,16
70B,3,uniform,8,800,0.6717015034688393,8.0,100,16
70B,3,p_based,8,800,0.6567623662434395,8.0,100,16
70B,3,auc_kappa_based,8,800,0.6699170281680528,6.14,100,16
70B,3,moment_law,8,800,0.6745515710793073,3.69,100,16
70B,3,oracle,8,800,0.7028920583798071,4.77,100,16
70B,3,uniform,16,1600,0.6598176065415485,16.0,100,16
70B,3,p_based,16,1600,0.6491641240426305,10.39,100,16
70B,3,auc_kappa_based,16,1600,0.6699170281680528,6.14,100,16
70B,3,moment_law,16,1600,0.6745515710793073,3.69,100,16
70B,3,oracle,16,1600,0.7028920583798071,4.77,100,16
70B,3,uniform,32,3200,0.6470960719252713,32.0,100,16
70B,3,p_based,32,3200,0.6491641240426305,10.39,100,16
70B,3,auc_kappa_based,32,3200,0.6699170281680528,6.14,100,16
70B,3,moment_law,32,3200,0.6745515710793073,3.69,100,16
70B,3,oracle,32,3200,0.7028920583798071,4.77,100,16
70B,4,uniform,1,100,0.6728125,1.0,100,16
70B,4,p_based,1,100,0.6728125,1.0,100,16
70B,4,auc_kappa_based,1,100,0.6728125,1.0,100,16
70B,4,moment_law,1,100,0.6728125,1.0,100,16
70B,4,oracle,1,100,0.6728125,1.0,100,16
70B,4,uniform,2,200,0.678916015625,2.0,100,16
70B,4,p_based,2,200,0.6776821305768772,2.0,100,16
70B,4,auc_kappa_based,2,200,0.6809230442396442,2.0,100,16
70B,4,moment_law,2,200,0.6807247201352403,2.0,100,16
70B,4,oracle,2,200,0.7012581605084199,2.0,100,16
70B,4,uniform,4,400,0.6789827060699463,4.0,100,16
70B,4,p_based,4,400,0.6804213657521473,4.0,100,16
70B,4,auc_kappa_based,4,400,0.6873630112548464,4.0,100,16
70B,4,moment_law,4,400,0.680013408227114,3.43,100,16
70B,4,oracle,4,400,0.7110098282068936,4.0,100,16
70B,4,uniform,8,800,0.6733258651352753,8.0,100,16
70B,4,p_based,8,800,0.6668426067038271,8.0,100,16
70B,4,auc_kappa_based,8,800,0.69046191139282,5.94,100,16
70B,4,moment_law,8,800,0.680013408227114,3.43,100,16
70B,4,oracle,8,800,0.7110120460582888,5.14,100,16
70B,4,uniform,16,1600,0.6614647924556055,16.0,100,16
70B,4,p_based,16,1600,0.6596112453801122,10.18,100,16
70B,4,auc_kappa_based,16,1600,0.69046191139282,5.94,100,16
70B,4,moment_law,16,1600,0.680013408227114,3.43,100,16
70B,4,oracle,16,1600,0.7110120460582888,5.14,100,16
70B,4,uniform,32,3200,0.648974603403004,32.0,100,16
70B,4,p_based,32,3200,0.6596112453801122,10.18,100,16
70B,4,auc_kappa_based,32,3200,0.69046191139282,5.94,100,16
70B,4,moment_law,32,3200,0.680013408227114,3.43,100,16
70B,4,oracle,32,3200,0.7110120460582888,5.14,100,16
70B,5,uniform,1,100,0.6734375,1.0,100,16
70B,5,p_based,1,100,0.6734375,1.0,100,16
70B,5,auc_kappa_based,1,100,0.6734375,1.0,100,16
70B,5,moment_law,1,100,0.6734375,1.0,100,16
70B,5,oracle,1,100,0.6734375,1.0,100,16
70B,5,uniform,2,200,0.676962890625,2.0,100,16
70B,5,p_based,2,200,0.6737635280835093,2.0,100,16
70B,5,auc_kappa_based,2,200,0.6737706266567693,2.0,100,16
70B,5,moment_law,2,200,0.6745612887492727,2.0,100,16
70B,5,oracle,2,200,0.6971267621029017,2.0,100,16
70B,5,uniform,4,400,0.674752779006958,4.0,100,16
70B,5,p_based,4,400,0.6704828016909238,4.0,100,16
70B,5,auc_kappa_based,4,400,0.6675708727622502,4.0,100,16
70B,5,moment_law,4,400,0.672069627542254,3.66,100,16
70B,5,oracle,4,400,0.704198269542505,4.0,100,16
70B,5,uniform,8,800,0.668298654612563,8.0,100,16
70B,5,p_based,8,800,0.6598027461757642,8.0,100,16
70B,5,auc_kappa_based,8,800,0.6668275587481425,7.82,100,16
70B,5,moment_law,8,800,0.672069627542254,3.66,100,16
70B,5,oracle,8,800,0.7041985198221551,4.95,100,16
70B,5,uniform,16,1600,0.6594466387441551,16.0,100,16
70B,5,p_based,16,1600,0.6563385171767648,10.38,100,16
70B,5,auc_kappa_based,16,1600,0.6668275587481425,7.82,100,16
70B,5,moment_law,16,1600,0.672069627542254,3.66,100,16
70B,5,oracle,16,1600,0.7041985198221551,4.95,100,16
70B,5,uniform,32,3200,0.6539039917868973,32.0,100,16
70B,5,p_based,32,3200,0.6563385171767648,10.38,100,16
70B,5,auc_kappa_based,32,3200,0.6668275587481425,7.82,100,16
70B,5,moment_law,32,3200,0.672069627542254,3.66,100,16
70B,5,oracle,32,3200,0.7041985198221551,4.95,100,16
70B,6,uniform,1,100,0.6709375,1.0,100,16
70B,6,p_based,1,100,0.6709375,1.0,100,16
70B,6,auc_kappa_based,1,100,0.6709375,1.0,100,16
70B,6,moment_law,1,100,0.6709375,1.0,100,16
70B,6,oracle,1,100,0.6709375,1.0,100,16
70B,6,uniform,2,200,0.674404296875,2.0,100,16
70B,6,p_based,2,200,0.6699258866629679,2.0,100,16
70B,6,auc_kappa_based,2,200,0.6751422867047655,2.0,100,16
70B,6,moment_law,2,200,0.6714063788817548,2.0,100,16
70B,6,oracle,2,200,0.694980759498332,2.0,100,16
70B,6,uniform,4,400,0.6697264385223388,4.0,100,16
70B,6,p_based,4,400,0.6638353346675723,4.0,100,16
70B,6,auc_kappa_based,4,400,0.6700253475466775,4.0,100,16
70B,6,moment_law,4,400,0.6703594223742162,3.78,100,16
70B,6,oracle,4,400,0.6995460358848838,4.0,100,16
70B,6,uniform,8,800,0.6587561911960347,8.0,100,16
70B,6,p_based,8,800,0.6433321918551601,8.0,100,16
70B,6,auc_kappa_based,8,800,0.6674123195204317,6.65,100,16
70B,6,moment_law,8,800,0.6703594223742162,3.78,100,16
70B,6,oracle,8,800,0.6995460418675833,4.53,100,16
70B,6,uniform,16,1600,0.6424167171558536,16.0,100,16
70B,6,p_based,16,1600,0.6363876536446873,10.01,100,16
70B,6,auc_kappa_based,16,1600,0.6674123195204317,6.65,100,16
70B,6,moment_law,16,1600,0.6703594223742162,3.78,100,16
70B,6,oracle,16,1600,0.6995460418675833,4.53,100,16
70B,6,uniform,32,3200,0.6270021725542188,32.0,100,16
70B,6,p_based,32,3200,0.6363876536446873,10.01,100,16
70B,6,auc_kappa_based,32,3200,0.6674123195204317,6.65,100,16
70B,6,moment_law,32,3200,0.6703594223742162,3.78,100,16
70B,6,oracle,32,3200,0.6995460418675833,4.53,100,16
70B,7,uniform,1,100,0.6715625,1.0,100,16
70B,7,p_based,1,100,0.6715625,1.0,100,16
70B,7,auc_kappa_based,1,100,0.6715625,1.0,100,16
70B,7,moment_law,1,100,0.6715625,1.0,100,16
70B,7,oracle,1,100,0.6715625,1.0,100,16
70B,7,uniform,2,200,0.677392578125,2.0,100,16
70B,7,p_based,2,200,0.6769482725628495,2.0,100,16
70B,7,auc_kappa_based,2,200,0.6746815720242247,2.0,100,16
70B,7,moment_law,2,200,0.671845602229677,2.0,100,16
70B,7,oracle,2,200,0.697868022427065,2.0,100,16
70B,7,uniform,4,400,0.6754343509674072,4.0,100,16
70B,7,p_based,4,400,0.6735371988388146,4.0,100,16
70B,7,auc_kappa_based,4,400,0.6733020588262372,4.0,100,16
70B,7,moment_law,4,400,0.6713430682068667,3.45,100,16
70B,7,oracle,4,400,0.7090556585303166,4.0,100,16
70B,7,uniform,8,800,0.6689931138697375,8.0,100,16
70B,7,p_based,8,800,0.6597218473728372,8.0,100,16
70B,7,auc_kappa_based,8,800,0.6743221157087603,5.61,100,16
70B,7,moment_law,8,800,0.6713430682068667,3.45,100,16
70B,7,oracle,8,800,0.7090829714983584,5.19,100,16
70B,7,uniform,16,1600,0.6606475983985317,16.0,100,16
70B,7,p_based,16,1600,0.6545635929590858,10.06,100,16
70B,7,auc_kappa_based,16,1600,0.6743221157087603,5.61,100,16
70B,7,moment_law,16,1600,0.6713430682068667,3.45,100,16
70B,7,oracle,16,1600,0.7090829714983584,5.19,100,16
70B,7,uniform,32,3200,0.6525130641937321,32.0,100,16
70B,7,p_based,32,3200,0.6545635929590858,10.06,100,16
70B,7,auc_kappa_based,32,3200,0.6743221157087603,5.61,100,16
70B,7,moment_law,32,3200,0.6713430682068667,3.45,100,16
70B,7,oracle,32,3200,0.7090829714983584,5.19,100,16
70B,8,uniform,1,100,0.67125,1.0,100,16
70B,8,p_based,1,100,0.67125,1.0,100,16
70B,8,auc_kappa_based,1,100,0.67125,1.0,100,16
70B,8,moment_law,1,100,0.67125,1.0,100,16
70B,8,oracle,1,100,0.67125,1.0,100,16
70B,8,uniform,2,200,0.6808984375,2.0,100,16
70B,8,p_based,2,200,0.6842824195008553,2.0,100,16
70B,8,auc_kappa_based,2,200,0.6863556693828007,2.0,100,16
70B,8,moment_law,2,200,0.69024765662042,2.0,100,16
70B,8,oracle,2,200,0.6991298049034654,2.0,100,16
70B,8,uniform,4,400,0.6834325027465821,4.0,100,16
70B,8,p_based,4,400,0.683824045544756,4.0,100,16
70B,8,auc_kappa_based,4,400,0.6919538501164348,4.0,100,16
70B,8,moment_law,4,400,0.6927701288759917,2.63,100,16
70B,8,oracle,4,400,0.7147198144192537,4.0,100,16
70B,8,uniform,8,800,0.6808768176252852,8.0,100,16
70B,8,p_based,8,800,0.6752547817711847,8.0,100,16
70B,8,auc_kappa_based,8,800,0.6965517766539873,5.07,100,16
70B,8,moment_law,8,800,0.6927701288759917,2.63,100,16
70B,8,oracle,8,800,0.7149487935917384,6.52,100,16
70B,8,uniform,16,1600,0.6739008567722048,16.0,100,16
70B,8,p_based,16,1600,0.672523388455825,9.12,100,16
70B,8,auc_kappa_based,16,1600,0.6965517766539873,5.07,100,16
70B,8,moment_law,16,1600,0.6927701288759917,2.63,100,16
70B,8,oracle,16,1600,0.7149487935917384,6.52,100,16
70B,8,uniform,32,3200,0.6670477330627642,32.0,100,16
70B,8,p_based,32,3200,0.672523388455825,9.12,100,16
70B,8,auc_kappa_based,32,3200,0.6965517766539873,5.07,100,16
70B,8,moment_law,32,3200,0.6927701288759917,2.63,100,16
70B,8,oracle,32,3200,0.7149487935917384,6.52,100,16
70B,9,uniform,1,100,0.6703125,1.0,100,16
