problem_idx,n_samples,p,kappa,n_correct,n_incorrect,level,type,f_N1,f_N2,f_N4,f_N8,f_N16,f_N32,f_N48,f_N64,f_N128,f_N256,f_N512,f_N1024
10,4096,0.33984375,0.5771481054036591,1392,2704,3,,0.33984375,0.3744601011276245,0.3777155110184438,0.34233849676990136,0.2661096138734325,0.1671918134902038,0.11244791082981455,0.07949515418845396,0.027213160098449166,0.005419841353267468,0.0002588046408007237,5.330319990665866e-07
11,4096,0.0,,0,4096,5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,4096,0.085693359375,0.42181446106679754,351,3745,5,,0.085693359375,0.07344168424606323,0.06013713583572766,0.04759137736409313,0.034517016169857584,0.019935648679478606,0.012561157847209767,0.008531026038896461,0.0023594733485292297,0.00018010930877144138,7.500703041881209e-07,8.283679513727793e-12
13,4096,0.9951171875,0.6494234543670265,4076,20,2,,0.9951171875,0.9965692758560181,0.9972928960106415,0.9979437936737265,0.9984435123647547,0.9990039619640805,0.9994851920643782,0.9997631219163757,0.9999932796620722,0.9999999972952647,0.9999999999999998,1.0
14,4096,0.13232421875,0.617712592432621,542,3554,1,,0.13232421875,0.15935444831848145,0.18390230660840245,0.20149870058225822,0.2058045483288403,0.19609782956981425,0.18624641014896265,0.17762460883553005,0.1522278826073611,0.13523046207675118,0.14194556859982532,0.15827596976335012
15,4096,0.01318359375,0.6211400663404621,54,4042,5,,0.01318359375,0.016335606575012207,0.018673306405055712,0.01965268936544813,0.01739538487708523,0.01211587738724608,0.0095574460127571,0.008502280655343648,0.006705549452820606,0.002814826901516708,0.00025056010794682193,9.936702761360048e-07
16,4096,0.82958984375,0.6135017901985156,3398,698,1,,0.82958984375,0.8616814613342285,0.8669382246397532,0.859706451576325,0.8436094148126212,0.8191542281731613,0.8021685332297863,0.7897465503504714,0.7577674508830601,0.7189300927212326,0.674608014979193,0.6249815272546243
17,4096,0.151611328125,0.44147916449449137,621,3475,4,,0.151611328125,0.13655680418014526,0.13227195841619377,0.12984702903207535,0.1265896297545749,0.12585817266259341,0.12780103429433884,0.12944250450627465,0.12841686188149384,0.10757101148824191,0.061819616121289084,0.01595944029271247
18,4096,0.354736328125,0.6224284745978091,1453,2643,1,,0.354736328125,0.41078370809555054,0.4449889989292153,0.4627177838339416,0.47308312556616805,0.4816283092352046,0.48411781665051057,0.48395867194982906,0.47727195762120456,0.4621605348324129,0.4272529232463794,0.3635532826640123
19,4096,0.5986328125,0.5948376716161989,2452,1644,3,,0.5986328125,0.6442064046859741,0.6746605195673894,0.696068223906911,0.7077951831496626,0.7053381892654487,0.6975958230270998,0.691463162181896,0.6837717936864158,0.6853616483127029,0.6598784450607396,0.5609981341521126
20,4096,0.485107421875,0.5016617019636648,1987,2109,3,,0.485107421875,0.48593753576278687,0.4834659978421705,0.47556505776865443,0.45654165650520667,0.41823307895235395,0.3849215653171047,0.35758613673739215,0.28554615919573834,0.21439364386448348,0.15102085911486735,0.08739166681625493
21,4096,0.000244140625,0.20952380952380953,1,4095,3,,0.000244140625,0.0001023411750793457,8.99168833612407e-06,3.4705118443513224e-08,2.58505902349766e-13,7.171396932823162e-24,1.4921445325113276e-34,2.7598029152425032e-45,2.044313410823644e-88,5.616408921426014e-175,0.0,0.0
22,4096,0.23193359375,0.6522575032622879,950,3146,5,,0.23193359375,0.2861800193786621,0.31548782768237515,0.3168998193794389,0.29138388569033224,0.23918551334132965,0.20054998720402123,0.17264248320308517,0.11216362999992477,0.06463976741643461,0.030179421989479538,0.006700281524892007
23,4096,0.001708984375,0.3211054047444363,7,4089,5,,0.001708984375,0.0010985732078552246,0.00038396707172339006,3.436137789669606e-05,2.0324238204135466e-07,5.612730516544288e-12,1.3710963189878062e-16,3.1402396798227745e-21,6.122849616835103e-40,1.2105274766619946e-77,2.3699495198403068e-153,4.559270016865671e-305
24,4096,0.134765625,0.5142202988517028,552,3544,5,,0.134765625,0.13808190822601318,0.13728028230408285,0.1278452904761878,0.10883913393024672,0.07982337104200898,0.05934640605432184,0.04469127017420654,0.015697659484624843,0.002128488912259942,3.611731469937698e-05,8.311712397149499e-09
25,4096,0.00048828125,0.060576453346360526,2,4094,5,,0.00048828125,5.936622619628906e-05,6.706312092319422e-07,6.978625250212661e-11,4.2877863974978144e-19,8.125278721094671e-36,1.15499316041812e-52,1.45962773669165e-69,2.3599748538478394e-137,3.109804147748108e-273,0.0,0.0
26,4096,0.032470703125,0.39722128940822915,133,3963,5,,0.032470703125,0.026012837886810303,0.02147551937704506,0.020823108789237255,0.02287423489287656,0.027186180463859642,0.031135102365096524,0.034322899610071206,0.04096975410861828,0.0417444196061485,0.030792860836245307,0.011321616830764467
27,4096,0.729736328125,0.5597636984510806,2989,1107,2,,0.729736328125,0.7533096671104431,0.7671879547070937,0.7870522025972396,0.8186091180835193,0.8530898708731165,0.8727417649093568,0.887677242768448,0.9296519686385778,0.9687607903866782,0.9910412395395004,0.9990909199798286
28,4096,0.6005859375,0.5694301985807144,2460,1636,2,,0.6005859375,0.6338961124420166,0.6537558009529789,0.6604877275134298,0.6553896611822798,0.6524982582502691,0.658174908554106,0.6672199557592322,0.707729940295852,0.771242179410992,0.8353478314733107,0.8525079919895272
29,4096,0.287353515625,0.7872236013834885,1177,2919,2,,0.287353515625,0.40498965978622437,0.5251453997098672,0.6206563554623202,0.6713586568281532,0.673146740879292,0.6507158590879704,0.6238636702240674,0.5243197619745255,0.3898583299135328,0.2703189850791054,0.2095043463728618
30,4096,0.94775390625,0.741847106463091,3882,214,3,,0.94775390625,0.9717047214508057,0.9798701198809567,0.9836588589096744,0.9876202349415011,0.9921255523114548,0.994987861719558,0.9969334863390134,0.9996750106230888,0.9999978824450027,0.9999999999511603,1.0
31,4096,0.0029296875,0.27626101860920665,12,4084,4,,0.0029296875,0.0016225576400756836,0.0008638604782973403,0.0003737557693652448,6.538203944488709e-05,1.4972649479806393e-06,2.6997865303270913e-08,4.335646477020429e-10,1.8254967102207986e-17,1.6182837282179113e-32,6.361448559547468e-63,4.923388739617887e-124
32,4096,0.352294921875,0.5213857192749013,1443,2653,4,,0.352294921875,0.36205464601516724,0.3584628894950903,0.34067270758733587,0.3102023553624521,0.27133330120470256,0.2510452019115928,0.24105958203508968,0.23741279383111963,0.25421856302607626,0.2718827306110615,0.27439160261159945
33,4096,0.078369140625,0.6404200449753461,321,3775,4,,0.078369140625,0.09865349531173706,0.1165379885228468,0.13138355148094127,0.14368771515681877,0.1519541527383686,0.15278908647982886,0.14962741002075786,0.11928649296260162,0.05876574142644956,0.011380026604554536,0.000346510997124773
34,4096,0.346923828125,0.5917215071655475,1421,2675,4,,0.346923828125,0.3884860873222351,0.4057733039125644,0.40926080654156805,0.40332477561897706,0.38404182776095236,0.3656888402676429,0.34959576411591575,0.3022494790519549,0.2519356414227153,0.21599041986848896,0.19937456038809345
35,4096,0.604248046875,0.5937918356918974,2475,1621,2,,0.604248046875,0.6491053700447083,0.6870104705933961,0.717850956101315,0.7407944280370168,0.7557048714226899,0.7601349896227655,0.7600972147524314,0.7388267475097114,0.6673179031654959,0.5266721170403549,0.339456781379627
36,4096,0.044921875,0.572787465546368,184,3912,2,,0.044921875,0.05116760730743408,0.052161403558379504,0.05036440892905354,0.04593605497101649,0.04217280593778853,0.04078907011854403,0.039170961666369714,0.03097604743801108,0.016978586586706236,0.003765348079991828,0.00013248863965973774
37,4096,0.2470703125,0.6113912556456119,1012,3084,3,,0.2470703125,0.28851377964019775,0.3249672746240364,0.3545267481136589,0.37557421847240346,0.3827018953315894,0.37713522865532473,0.36783511918069456,0.3223787611484795,0.23842851214722988,0.13055131263298916,0.04274834829516888
38,4096,0.958740234375,0.7078321376963911,3927,169,1,,0.958740234375,0.975182831287384,0.9861847926550418,0.9943011157735681,0.9985108348275203,0.9998854299310473,0.9999924122012428,0.9999995308418075,0.9999999999942258,1.0,1.0,1.0
39,4096,0.88427734375,0.5380946722676937,3622,474,3,,0.88427734375,0.8920738697052002,0.8885445609006979,0.8810296671088163,0.8714626588834627,0.8556343442280872,0.8381720973663113,0.8185795662296705,0.7351732338543963,0.5925655963821125,0.40227419110508356,0.1979310974692074
40,4096,0.97998046875,0.7031608881111233,4014,82,2,,0.97998046875,0.9879519939422607,0.9905710480558128,0.9926239888095554,0.9947324015343948,0.9971831392193096,0.9986789165093161,0.999432289520633,0.999986707778791,0.9999999956693698,0.9999999999999997,1.0
41,4096,0.14306640625,0.5909070136032594,586,3510,4,,0.14306640625,0.16535651683807373,0.18165813641973472,0.1828961484335758,0.17247474942271512,0.1626238140338624,0.1571203088054832,0.15062835234050728,0.11691876200782146,0.07546515640135584,0.05519001623451108,0.038640032979809
42,4096,0.849609375,0.48683665472458576,3480,616,2,,0.849609375,0.846245527267456,0.846126424894436,0.8542352148173985,0.866004245732122,0.8770799917812554,0.8844527099121182,0.8909385940380177,0.9117494629154184,0.935764925924393,0.9615031847992542,0.9854558057941576
43,4096,0.001708984375,0.4873004227369598,7,4089,5,,0.001708984375,0.001665651798248291,0.0018191893483994193,0.0020649659669440203,0.002843106441798154,0.003908954992481878,0.004100468695888674,0.0038240370375707397,0.0018304596463510976,0.0002097171918359472,1.3767739144058865e-06,2.969838224717747e-11
44,4096,0.606689453125,0.5664427283752171,2485,1611,5,,0.606689453125,0.6383982300758362,0.6597751264139369,0.6768327853154773,0.6908005160384445,0.7030020884056413,0.7041193597723112,0.6990295675264762,0.6640851879989934,0.5999812385777195,0.5166622282822584,0.44937968442143095
45,4096,0.855224609375,0.46710095273672914,3503,593,3,,0.855224609375,0.8470777869224548,0.8398635666579217,0.8380656283875489,0.8398359766265802,0.8454867614147712,0.8514908226059413,0.856628370816003,0.8687533436081819,0.8723241369805282,0.8474188113060426,0.767292082729848
46,4096,0.056396484375,0.45249463774690163,231,3865,2,,0.056396484375,0.05134040117263794,0.04671996814819934,0.04135134680483808,0.032894737370703,0.023723278726762966,0.020602018490286304,0.020195500172196325,0.02784482435781708,0.04723874686416248,0.07132538915527127,0.08141362291421116
47,4096,0.8359375,0.6736177750890076,3424,672,5,,0.8359375,0.8835594654083252,0.9153791495693895,0.9354644859546248,0.9465069327918764,0.9519651749219722,0.955538249293595,0.9586433533015287,0.9665757521556297,0.9738949946858176,0.9839012936797863,0.9959655821222388
48,4096,0.039306640625,0.6256891884426274,161,3935,2,,0.039306640625,0.048799097537994385,0.054966856680099596,0.05849196160705728,0.06095934212274051,0.057649138666591576,0.049926212621601,0.04142127487634495,0.01673257578047732,0.0021718107226816356,2.7849696386260208e-05,3.3096472097366193e-09
49,4096,0.989501953125,0.7973364547650607,4053,43,4,,0.989501953125,0.9956793189048767,0.9983359744695228,0.9991743572137193,0.999744546744024,0.9999865353248362,0.9999994604346932,0.999999980542272,0.999999999999977,1.0,1.0,1.0
50,4096,0.0830078125,0.7249318737079496,340,3756,5,,0.0830078125,0.11725032329559326,0.15116878268806744,0.16554556590208253,0.14320042644106065,0.09377240313736515,0.06347075881688047,0.045289505283162224,0.018723748777694074,0.007929876864151624,0.0016668836447056457,4.3763493169231046e-05
51,4096,0.575439453125,0.620591813796302,2357,1739,2,,0.575439453125,0.6343627572059631,0.6448332217591037,0.6228012937477426,0.579816159239442,0.5181372860006683,0.47200977858732274,0.4334492992079232,0.320158029654585,0.19079346537494252,0.07697177364502111,0.015901434169018267
52,4096,0.91015625,0.7565172198637805,3728,368,5,,0.91015625,0.9521080255508423,0.9687208875308002,0.9760239945523446,0.9770260288591204,0.9714560651805058,0.9660295082819963,0.9616298688722715,0.9503897158258977,0.9428298034594199,0.9452952350538391,0.9612087271439864
53,4096,0.719970703125,0.6019223042817701,2949,1147,2,,0.719970703125,0.7610684037208557,0.8101976744183794,0.862184425660996,0.9081523611757648,0.9434851070447089,0.9599406993715102,0.9703993604690943,0.9899398854884727,0.9984424171305577,0.999950712182523,0.9999999630438421
54,4096,0.954345703125,0.8579994336393596,3909,187,2,,0.954345703125,0.9855417609214783,0.994734037251046,0.9956831191465858,0.9922052068633032,0.9844926706169397,0.9768294336421576,0.9692258374338253,0.9393987239493159,0.882469962557603,0.7787532348164173,0.606456600737034
55,4096,0.533935546875,0.5616784547386181,2187,1909,4,,0.533935546875,0.5646327137947083,0.5855018438930877,0.6016947068433216,0.6190312269265562,0.6362281759943957,0.6451689308114497,0.6505304755475467,0.6566221981127819,0.6424882145552987,0.5962196184995976,0.5415120937382722
56,4096,0.92138671875,0.6116350182846346,3774,322,3,,0.92138671875,0.9375588893890381,0.9506174302989763,0.9573264476963977,0.9592486615466383,0.9607291837333028,0.9614470008377455,0.9607676759288931,0.9505232928411226,0.9238610018724448,0.8749876883581778,0.7778819959993969
57,4096,0.836669921875,0.5279960465188298,3427,669,2,,0.836669921875,0.8443214297294617,0.8480915546328553,0.8532557840378231,0.8622345062280211,0.8747466077857045,0.8797616582443366,0.8824913621554089,0.898083852077909,0.9384808546154956,0.983756753854781,0.9991432924194055
58,4096,0.68212890625,0.7141290256606487,2794,1302,1,,0.68212890625,0.7749876976013184,0.8311603039666835,0.8643325302829736,0.8857949345583104,0.899248332322306,0.9043711142407832,0.9071122813623822,0.9112945935468316,0.9186552059107154,0.9354594809814607,0.9600633033403914
59,4096,0.783203125,0.610500073015659,3208,888,2,,0.783203125,0.820728063583374,0.8349154197265563,0.840194246237964,0.8431836143382698,0.8476209877598178,0.8493771531073487,0.8497554554843688,0.8525139252611237,0.8639065089119411,0.8793795473414465,0.8877733000302944
60,4096,0.0,,0,4096,5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,4096,0.775146484375,0.6340697803654022,3175,921,3,,0.775146484375,0.8218817114830017,0.8520767934082123,0.8664475752269251,0.86104049146936,0.8301380944328195,0.8000138095419427,0.7738574276318672,0.6948313937759645,0.5951191846143578,0.4767666352275417,0.3404752484989092
62,4096,0.015869140625,0.4005305039787798,65,4031,5,,0.015869140625,0.012762248516082764,0.011833239803106466,0.011858338748406652,0.011246179668036042,0.010625375480588624,0.011521780178146134,0.013174047619358763,0.01993677196295662,0.025305387804793664,0.0204257438382442,0.006660465544024042
63,4096,0.068603515625,0.5514437764396953,281,3815,5,,0.068603515625,0.07517772912979126,0.08555311408608546,0.10285929342850968,0.12652863840740816,0.14702497483506657,0.15369714532694684,0.1554815585358416,0.14646422458549435,0.11798655223475171,0.09375319578881083,0.08379998996873107
64,4096,0.002197265625,0.42508767637223716,9,4087,4,,0.002197265625,0.0018687844276428223,0.0023823468120589553,0.0035127803791117143,0.005435869637564341,0.007330606190946246,0.007449926251654566,0.006736097719163349,0.0028743590590177143,0.0002723553697736611,1.3899339155163461e-06,2.34987622794514e-11
65,4096,0.955078125,0.5722373188405797,3912,184,1,,0.955078125,0.961276650428772,0.9579963109410485,0.9440063418966667,0.9141079965260402,0.8631896240629671,0.8190092113233439,0.7782161522995373,0.6386847543035337,0.44613547693616196,0.2433529071316237,0.0878101671259051
66,4096,0.16650390625,0.5328090989834853,682,3414,3,,0.16650390625,0.17561042308807373,0.16897450820776072,0.1537451276348289,0.13054740229644815,0.097870609517299,0.07660640292124088,0.06216069806667187,0.0317710292485405,0.009607775358569326,0.0008988627879179705,6.6564213066451675e-06
67,4096,0.970947265625,0.854079021601097,3977,119,4,,0.970947265625,0.9909234642982483,0.9964907443911706,0.9982972948880176,0.9989574761870764,0.999564401605881,0.9998532671110748,0.9999559640892518,0.9999997738716249,0.9999999999970184,1.0,1.0
68,4096,0.0810546875,0.4233344109701292,332,3764,4,,0.0810546875,0.0696338415145874,0.052926036807370735,0.03605971097181673,0.022526596869991394,0.01366276584101934,0.00979897096650972,0.0071213750893123345,0.0018395255986691308,0.00010891360155505942,3.005027436432731e-07,1.3796718494767414e-12
69,4096,0.392822265625,0.4213207623083165,1609,2487,4,,0.392822265625,0.3552902340888977,0.3130911193549828,0.2655046509898359,0.21471563978167055,0.16166181260623086,0.12951227123888143,0.10708800968275546,0.06098926938108469,0.030084651826666132,0.009567620400348373,0.0009327682759520912
70,4096,0.908935546875,0.6878990753082606,3723,373,2,,0.908935546875,0.9400410056114197,0.9528458635845247,0.9568583757274371,0.9557570311698251,0.9513256051379999,0.948099468469627,0.9463332829735266,0.9470025911137239,0.956705005068312,0.9762707819670774,0.9944681418176993
71,4096,0.0,,0,4096,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,4096,0.918212890625,0.6825550524431816,3761,335,2,,0.918212890625,0.9456319212913513,0.9614477798629615,0.9744540712434071,0.9853204796466833,0.993975963577506,0.9973600752072113,0.9988089229475134,0.9999453870401196,0.9999998858416166,0.9999999999996364,1.0
73,4096,0.903564453125,0.5612673960852181,3701,395,4,,0.903564453125,0.91424161195755,0.9246633190628195,0.9342261594173977,0.9403364144808332,0.9429809303212855,0.9442199334596806,0.9452946829602303,0.9459448972758518,0.9394054741555196,0.9260040333525331,0.9185204349109197
74,4096,0.160888671875,0.5059110818933299,659,3437,2,,0.160888671875,0.16248470544815063,0.157978272325753,0.1503146577878201,0.14077585597203382,0.12719327740198444,0.1174966726313411,0.11042773603437286,0.09420137585444857,0.080710237380088,0.06424191631063567,0.031918727984424904
75,4096,0.273193359375,0.604058880970971,1119,2977,4,,0.273193359375,0.31451696157455444,0.3533128210646872,0.38571652431316006,0.39973169682341647,0.38309208830108743,0.3633784159515626,0.3483650450748163,0.31389259621553456,0.2829457694712158,0.26727907989584826,0.2575608351947574
76,4096,0.862548828125,0.690766932836755,3533,563,2,,0.862548828125,0.9077828526496887,0.9366166542064498,0.9506056037096302,0.9521666780495899,0.9419047527465192,0.9289556065079926,0.9162805705627133,0.8705377699077835,0.7896902930717233,0.6577903156866588,0.4865969347159413
77,4096,0.975830078125,0.8014015562176683,3997,99,1,,0.975830078125,0.9900476336479187,0.9947088694502177,0.9969195526949932,0.9985494603077082,0.9996981185589595,0.9999469231274074,0.9999913909731281,0.9999999956798621,0.9999999999999993,1.0,1.0
78,4096,0.048583984375,0.6807555870190057,199,3897,4,,0.048583984375,0.06529432535171509,0.0799206505451373,0.09001997819568987,0.09677023537465507,0.09978770298451092,0.09733327511413903,0.0929144776195088,0.07113390125853401,0.0378528902455397,0.010084209784685407,0.0006429606231466319
79,4096,0.98095703125,0.6894934333958724,4018,78,1,,0.98095703125,0.9880366325378418,0.9918092778336103,0.9941480525036013,0.994387985416034,0.9919076065164536,0.9886168269832645,0.9851633195493323,0.9719638334577995,0.9497334910729857,0.9191876482132206,0.8954629715701913
80,4096,0.644775390625,0.5069161816504474,2641,1455,5,,0.644775390625,0.6479435563087463,0.6543556011110958,0.6602390091175767,0.6626013381772484,0.657048734594227,0.6455840179004828,0.6327160850059277,0.5847574457444478,0.5033490426347327,0.3782228606597415,0.22319453118758786
81,4096,0.525146484375,0.624971227587097,2151,1945,3,,0.525146484375,0.5874740481376648,0.6334660570615789,0.668921023397075,0.6936280193649387,0.6999032818799519,0.6927345750235373,0.682841711041391,0.6451262723455918,0.6028655498023063,0.5647398534642581,0.48389938091256374
82,4096,0.024169921875,0.5942386082491161,99,3997,5,,0.024169921875,0.028615295886993408,0.0375609863115649,0.051682576231064405,0.0699852720909263,0.09133707047102793,0.10482995945932125,0.11464950670944285,0.13639811348818226,0.1467355131665099,0.13161473791583303,0.08641732188064094
83,4096,0.146728515625,0.39237846317177616,601,3495,2,,0.146728515625,0.11978024244308472,0.0975976305974875,0.08304544969183839,0.0709760105664728,0.057053189878250206,0.04878554524892409,0.044001207261108274,0.03981732589503416,0.04004237469083071,0.028295955594933853,0.008978658506357633
84,4096,0.436767578125,0.5998764786879701,1789,2307,4,,0.436767578125,0.4859071373939514,0.5115376443682074,0.5165960832097843,0.5078535720458959,0.49431514660050213,0.4827149740688512,0.4703242676926245,0.41360183270321044,0.30037381469823565,0.1537411234573254,0.043271191618082974
85,4096,0.82861328125,0.5009603003120976,3394,702,4,,0.82861328125,0.8288860321044922,0.8220149466341269,0.8131730759807703,0.8032639247287446,0.7935478185923321,0.7867068595453443,0.7804993958531241,0.7550823557271973,0.7132737013190124,0.6819170650840017,0.6837720497841668
86,4096,0.9541015625,0.5963204229186175,3908,188,1,,0.9541015625,0.9625376462936401,0.9742096944128988,0.9880517472170511,0.9975544784894649,0.9998820753567718,0.9999935801279615,0.9999996401180201,0.9999999999963488,1.0,1.0,1.0
87,4096,0.96923828125,0.5190596137699413,3970,126,1,,0.96923828125,0.9703748226165771,0.9713680193799377,0.9734872908899225,0.9768556536718546,0.9788346293384587,0.9785490777037096,0.9773640786142559,0.9672399500229875,0.9392482982201197,0.8824827068794576,0.778777012443106
88,4096,0.34814453125,0.5272457464634844,1426,2670,5,,0.34814453125,0.36051082611083984,0.36785239443490525,0.37022464522088516,0.36143704571577207,0.33758777179648214,0.31771993078316196,0.3016788983122236,0.2579426684162819,0.20458238914803276,0.1402285598030557,0.07086492694883394
89,4096,0.058349609375,0.3917899640169534,239,3857,4,,0.058349609375,0.046458423137664795,0.03407934575863791,0.02550270164333108,0.019970806930459113,0.01810122705303653,0.019823861561446034,0.02240800907567135,0.03029323611052908,0.03209652002767152,0.0218892503707725,0.006694483151336903
90,4096,0.048828125,0.30111139630390144,200,3896,3,,0.048828125,0.030353784561157227,0.01890722658610855,0.012150960480868318,0.007737824406289213,0.0042793771502750225,0.002574405142213792,0.0015350052366400243,0.00016721916779814587,1.408715337023025e-06,5.952714413430931e-11,5.442584939319173e-20
91,4096,0.078125,0.3488868842690678,320,3776,3,,0.078125,0.0563582181930542,0.043582248647204835,0.03794057022033492,0.035805826538844385,0.03319042826677917,0.03149944385525655,0.030053662225546084,0.02351543001901448,0.01132485396674078,0.0017945160306991252,2.9972657984443498e-05
92,4096,0.538330078125,0.6020517285003195,2205,1891,4,,0.538330078125,0.5890560746192932,0.6314254899715088,0.6633549091368034,0.6840614913060604,0.7030135019699839,0.7152023618857335,0.7235739469310495,0.7332274705777478,0.7093431831504962,0.6443362365558253,0.536632769921222
93,4096,0.964111328125,0.6372128998472015,3949,147,4,,0.964111328125,0.9736066460609436,0.9805408622730205,0.9849866806694252,0.9854384156682943,0.9804797479792658,0.9748859771133408,0.970052983523243,0.9569221080672239,0.9396249116745917,0.9074768667198365,0.865767653675702
94,4096,0.02685546875,0.5133763627240797,110,3986,5,,0.02685546875,0.027554631233215332,0.026584247698984598,0.02469056401478758,0.022491449647375428,0.018635267957547753,0.015270578157382746,0.012737993892359814,0.007444122741085944,0.0028271586433368827,0.0002505624685285764,9.936702761982867e-07
95,4096,0.932861328125,0.6242030881968071,3821,275,2,,0.932861328125,0.9484192728996277,0.9573761957485765,0.9630798770253434,0.9658317873249116,0.9675190813360562,0.9701047931595701,0.9732091752002338,0.9834884835557984,0.9932107869745616,0.9988534982766245,0.9999794488137346
96,4096,0.0,,0,4096,5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,4096,0.29345703125,0.6096338514362725,1202,2894,1,,0.29345703125,0.338919997215271,0.3753465338698234,0.4052517339202225,0.42645311572294264,0.43613432710838906,0.43575208575437174,0.43094504381950743,0.3936624269650727,0.3147399172739097,0.21505548797589308,0.10960913065201783
98,4096,0.0,,0,4096,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,4096,0.064453125,0.572301828303916,264,3832,3,,0.064453125,0.07317256927490234,0.07395970956956432,0.06799676025540641,0.05672755533105492,0.04121481049198808,0.03103751127956068,0.023517164561256305,0.007299473375696277,0.0005587258802391172,2.329159581736499e-06,2.7177522372251756e-11
100,4096,0.007080078125,0.3867207040689146,29,4067,5,,0.007080078125,0.005487382411956787,0.0059446027015859215,0.006573569730095768,0.006755928954811089,0.0059672350352453045,0.004926498202201984,0.003949548974005726,0.0013796116147395767,0.00011100103117795262,3.838155484047628e-07,2.302336516368983e-12
101,4096,0.01171875,0.4369441699604743,48,4048,5,,0.01171875,0.010258197784423828,0.009901511601199786,0.011490420565417221,0.01568748330393186,0.022310642062874673,0.026913927069570354,0.030312185400259616,0.038110273834029616,0.04233947875899529,0.0364489034447359,0.01826245466218559
102,4096,0.235107421875,0.48909060717336206,963,3133,1,,0.235107421875,0.2311837077140808,0.20924204143265612,0.17455209116303433,0.13675577038766573,0.11036655462808123,0.10038823439169794,0.09280499430071906,0.06467573913126884,0.027050206480193437,0.004281456094455301,0.00012884934494313897
103,4096,0.000244140625,0.3641025641025641,1,4095,5,,0.000244140625,0.00017780065536499023,4.715090375029263e-05,1.6579580921386805e-06,1.0249705539611039e-09,1.9586651538865639e-16,2.807206967867374e-23,3.5763524462746994e-30,5.962391872687849e-58,8.289927532701763e-114,8.0274776717998e-226,0.0
